Brand,Date,District,Engine_capacity,Engine_power,From_who,Fuel_type,Gear_type,Kilometer,Model,Model_year,Price,Title,Variant
Mercedes,15/02/2021,Bağcılar,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,20000,C,2016,427500,ERDEMLER DEN 2016 MERCEDES C180 156HP EXCLUSİVE CAMTAVAN TOUCHPA Mercedes - Benz C Serisi C 180 Exclusive,C 180 Exclusive
Mercedes,15/02/2021,Kadıköy/Erenköy,4501-5000 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,63000,S Serisi,2016,2075000,2016 MERCEDES-BENZ S500 COUPE AMG 4 MATİC HEAD-UP-DESİGNO Mercedes - Benz S Serisi S 500 500 AMG,S 500 500 AMG
Mercedes,15/02/2021,Maltepe/Merkez,6001 cc ve üzeri,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,43000,SLS AMG,2011,4150000,CLEAN CAR MERCEDES SLS 6.3 AMG CARBON BLACK ÖZEL SİPARİŞ Mercedes - Benz SLS AMG Coupe,Coupe
Mercedes,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,42000,C,2016,460000,CDR MOTORS -HATASIZ- 2016 MODEL 42.000 KM C180 EXCLUSIVE TAM FUL Mercedes - Benz C Serisi C 180 Exclusive,C 180 Exclusive
Mercedes,15/02/2021,Kadıköy/Acıbadem,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,110000,E Serisi,2013,509500,SVN AUTO MAKYAJLI E250 CDI 4MATIC AMG    110.000 km    Mercedes - Benz E Serisi E 250 CDI AMG,E 250 CDI AMG
Mercedes,15/02/2021,Seyhan/Yeşiloba,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,169000,E Serisi,2011,495900,TR DE-TEK DİZEL 4-MATİC E-35O CDİ PREMİUM BEJ-DERİ PANAROMİC FUL Mercedes - Benz E Serisi E 350 CDI Premium,E 350 CDI Premium
Mercedes,15/02/2021,Seyhan/Yeşiloba,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,900,A Serisi,2020,439900,2O2O-MODEL 9OO-KM DE A-18O BLACKART BEJ-DERİ KAMERA IŞIK-PAKET F Mercedes - Benz A Serisi A 180 Progressive,Diğer
Mazda,23/10/2020,Fethiye/Fethiye,1301-1600 cc,51-75 BG,Sahibinden,Benzin/LPG,Otomatik Vites,227000,323,1992,40000,20 YILLIK SAHIBINDEN MAZDA 323 KLIMALI ORJINAL KM DIR,1.6
Mazda,28/11/2020,Bakırköy/Kartaltepe,1801-2000 cc,101-125 BG,Sahibinden,Benzin,Düz Vites,196000,RX,1990,160000,MAZDA RX7 FC3S  2.0I 1990  10.1 INÇ ANDROID 10.0 MULTIMEDYA NAVIGASYON,RX-7
Mazda,02/12/2020,Kartal/Kartal,1301-1600 cc,101-125 BG,Galeriden,Benzin/LPG,Otomatik Vites,178000,3,2011,122000,BIZ DIYELIM MAZDA SIZ DEYIN JAPON HARIKASI,1.6 90. Yıl
Mazda,03/12/2020,Beykoz/Beykoz,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,40746,3,2018,267500,GARAGE 2018 MAZDA 3 1.5 SKYACTIVE-D MOTION Mazda 3 1.5 SkyActive-D Motion,1.5 SkyActive-D Motion
Mazda,03/12/2020,Üsküdar/Altunizade,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,165000,2,2009,112750,MAZDA OZAN DAN 164 BİNDE OTOMATİK 2009 MAZDA 2 GO BOYASIZ Mazda 2 1.5 Go,1.5 Go
Mazda,03/12/2020,Çukurova/Mahfesığmaz,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,245000,3,2005,79990,SEFA AUTO DAN MAZDA 3 JAPON HARİKASI SUNROOF LPG Mazda 3 1.6 Dynamic,1.6 Dynamic
Mazda,03/12/2020,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,37000,CX-3,2018,267000,2018 MODEL MAZDA CX.3..1.5 SKY.D POWER SENSE...OTM.4X4 Mazda CX-3 1.5 SKY-D  Power Sense,1.5 SKY-D  Power Sense
Mazda,03/12/2020,Merkez/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,183000,B Serisi,2005,69750,FIRSAT ARACI   2005 TURBOLU KLİMALI TEMİZ BAKIMLI MAZDA B2500 Mazda B Serisi B 2500,Diğer
Mazda,03/12/2020,Sultanbeyli/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,270000,3,2009,87500,Emir Motorstan Otomatik Mazda 3 Mazda 3 1.6 Touring,1.6 Touring
Land Rover,05/02/2021,Kadıköy/Göztepe,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,95000,Range Rover Sport,2014,995000,BAYİ 2014 RANGE SPORT 3.0 SDV6 HSE BUZDOLABI ELK.BASAMAK HAYALET Land Rover Range Rover Sport 3.0 SDV6 HSE Dynamic,3.0 SDV6 HSE Dynamic
Land Rover,05/02/2021,Kadıköy/Göztepe,1801-2000 cc,Bilmiyorum,Galeriden,Hibrit,Otomatik Vites,135,Range Rover Sport,2020,1995000,2020 SPORT 2.0 PHEV HYBRID HSE DYNAMIC BLACKEDITION   404   HP Land Rover Range Rover Sport 2.0 PHEV HSE Dynamic,2.0 PHEV HSE Dynamic
Land Rover,05/02/2021,Kadıköy/Göztepe,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,37548,Range Rover Sport,2016,1975000,BAYİ 2016 SPORT 3.0 SDV6 HSE PANARMK AIRMATIC ELK.BASAMAK HATASZ Land Rover Range Rover Sport 3.0 SDV6 HSE,3.0 SDV6 HSE
Land Rover,05/02/2021,Kadıköy/Göztepe,2501-3000 cc,Bilmiyorum,Galeriden,Hibrit,Yarı Otomatik Vites,126304,Diğer,2016,1720000,2016 3.0 SDV6 HYBRID VOGUE BUZDOLABI MASAJ SOĞUTMA HEADUP Land Rover Range Rover 3.0 SDV6 Vogue,Diğer
Land Rover,05/02/2021,Kadıköy/Göztepe,4001-4500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,152000,Range Rover,2012,665019,-CARMA-2012 RANGE ROVER 4.4 TDV8 -AUTOBİOGRAPHY-HATASIZ- Land Rover Range Rover 4.4 TDV8 Autobiography,4.4 TDV8 Autobiography
Land Rover,05/02/2021,Karasu/Karasu,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,278540,Freelander,2009,177500,2009 Model Land Rover Freelander 2.2 TD4 HSE Otomatik Land Rover Freelander II 2.2 TD4 HSE,II 2.2 TD4 HSE
Land Rover,05/02/2021,Bağcılar/Bağcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,700,Range Rover Sport,2020,2150000,FERMA MOTORS 2020 MODEL RANGE ROVER SPORT HSE Dynamic Land Rover Range Rover Sport 3.0 SDV6 HSE Dynamic,3.0 SDV6 HSE Dynamic
Land Rover,05/02/2021,Şehitkamil/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,308000,Freelander,2000,78400,2000 LAND ROVER 2.0 TDİ AC ABS BİZİM OTO MEVLÜT KAYA Land Rover Freelander 2.0 TD4 ES,2.0 TD4 ES
Land Rover,05/02/2021,Yenimahalle/Merkez,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,85000,Freelander,2011,307500,2011 MODEL LAND ROVER II 2.2 TD4 HSE DEĞİŞENSİZ HATASIZ Land Rover Freelander II 2.2 TD4,II 2.2 TD4
Land Rover,05/02/2021,Merkez/Merkez,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,138000,Range Rover,2015,1735000,2015 BAYİ VAKUM 22 JANT E.BASAMAK ISITMA SOĞUTMA AUTOBİOGRAPHY Land Rover Range Rover 3.0 TDV6 Autobiography,3.0 TDV6 Autobiography
Land Rover,05/02/2021,Seyhan/Yeşiloba,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,263000,Range Rover Sport,2007,252000,ANIL AUTO DAN EMSALSİZ RANGE ROVER Land Rover Range Rover Sport 2.7 TDV6 HSE,2.7 TDV6 HSE
Land Rover,05/02/2021,İlkadım/Merkez,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,138000,Range Rover Sport,2014,990000,ÇALIŞKAN OTO SAMSUN 2014 RANGE SPORT HSE DYNAMİC BORUSAN ÇIKIŞLI Land Rover Range Rover Sport 3.0 SDV6 HSE Dynamic,3.0 SDV6 HSE Dynamic
Land Rover,05/02/2021,Kadıköy/Kızıltoprak,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,0,Defender,2020,1550000,ŞAMNU DAN LAND ROVER DEFENDER BLACK EDİTİON 7 KOLTUK Land Rover Defender 110 2.0 D S,Diğer
Land Rover,05/02/2021,Esenyurt/Esenyurt,4001-4500 cc,Bilmiyorum,Galeriden,Benzin/LPG,Yarı Otomatik Vites,310000,Range Rover,2004,171500,DAK AUTODAN FIRSAT ARACI RANGE ROVER 4.4 V.8 HSE Land Rover Range Rover 4.4 V8,Diğer
Land Rover,05/02/2021,Esenler/Atışalanı,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,260000,Range Rover Sport,2013,579000,-BAYRAM AUTO-2013 RANGE ROVER 3.0SDV6 AUTOBİOGRAPHY BOYASIZ BAYİ Land Rover Range Rover Sport 3.0 SDV6 Autobiography,3.0 SDV6 Autobiography
Land Rover,05/02/2021,Akyurt/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,260000,Freelander,2005,136900,LAND ROVER FREELANDER 2.0 TD4 OTOMATİK VİTES HATASIZ ORİJİNAL Land Rover Freelander 2.0 TD4 SE,2.0 TD4 SE
Land Rover,05/02/2021,,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,330000,Range Rover Sport,2007,282000,İLİKLİ AUTO DAN RANGE ROVER SPORT 2.7HSE   SANROOF - BAYİ - TV Land Rover Range Rover Sport 2.7 TDV6 HSE,2.7 TDV6 HSE
Land Rover,05/02/2021,Kadıköy/Erenköy,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,160000,Range Rover,2015,1265000,MODENA MOTORS 2015 R.R 3.0TDV6 AUTOBIOGRAPHY 2020 FACE LİFT BAYİ Land Rover Range Rover 3.0 TDV6 Autobiography,3.0 TDV6 Autobiography
Kia,05/02/2021,Pamukova/Pamukova,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,258000,Cerato,2007,65500,2007 KİA CERATO 1.6 CRDI 115 HP İÇİ BEJ TEMİZ BAKIMLI    Kia Cerato 1.6 CRDi EX Comfort,1.6 CRDi EX Comfort
Kia,05/02/2021,Karatay/Karatay,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,29000,Sportage,2020,347900,--LİVA MOTORS--KİA SPORTAGE 1.6 CRDİ ELEGANCE 4 4 Kia Sportage 1.6 CRDI Elegance,Diğer
Kia,05/02/2021,Kartal/Esentepe,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,150000,Diğer,2010,123950,HATASIZ BOYASIZ EMSALSİZ TEMİZLİKTE 150.000 KM DE ORJİNAL Kia Ceed 1.6 CRDi Concept SW,Diğer
Kia,05/02/2021,Kartal/Esentepe,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,93000,Diğer,2012,137950,93.000 KM DE MASRAFSIZ PIRIL PIRIL DİZEL CAM TAVAN SORUNSUZ Kia Ceed 1.6 CRDi Concept Plus,Diğer
Kia,05/02/2021,Ataşehir/Ataşehir,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,73000,Cerato,2017,199000,2017 CERATO DIZEL OTOMTK SUNROOF NAVİ GERİ GÖRÜŞ KLTK.ISITMA LED Kia Cerato 1.6 CRDi Concept Plus,1.6 CRDi Concept Plus
Kia,05/02/2021,Pendik/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,6714,Picanto,2019,136500,EŞİYOK-PENDİK 2019 Picanto 1.0 MPI Live    Tam Otomatik    Kia Picanto 1.0 MPI Live,Diğer
Kia,05/02/2021,Çarşamba/Çarşamba,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,9000,Sportage,2020,335000,HATASIZ 4X4 KİA SPORTAGE 1.6 CRDİ ELEGANCE CAM TAVAN FUL Kia Sportage 1.6 CRDI Elegance,Diğer
Kia,05/02/2021,Kartepe/Uzunçiftlik,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,111000,Diğer,2015,196500,2015 HATASIZ BOYASIZ KIA CEED 1.6 CRDI CONCEPT PLUS CAM TAVANLI Kia Ceed 1.6 CRDi Concept Plus,Diğer
Kia,05/02/2021,Pendik/Bahçelievler,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,68000,Diğer,2017,179850,2017 CAM TAVAN 68 BİN KM GARANTLİ 1.6 CRDİ CONCEPT PLUS OTOMATİK Kia Ceed 1.6 CRDi Concept Plus,Diğer
Kia,05/02/2021,Pendik/Bahçelievler,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,54000,Cerato,2017,186850,2017 ORİJİNAL 54 BİN KM GARANTİLİ 1.6 CRDİ CONCEPT DCT SUNROOF Kia Cerato 1.6 CRDi Concept,1.6 CRDi Concept
Kia,05/02/2021,Gebze/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,109000,Diğer,2017,233000,HSY OTOMOTİV KİA Ceed Sports 1.6 CRDI Premium 2017 Kia Ceed 1.6 CRDi Premium SW,Diğer
Kia,05/02/2021,Şehitkamil/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,8000,Sportage,2020,339750,KOÇAK AUTO GÜVENCESİ İLE KIA SPORTAGE 1.6 CRDI Kia Sportage 1.6 CRDI Prestige,1.6 CRDI Prestige
Kia,05/02/2021,Serik/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,2599,Diğer,2020,275000,TAŞAR OTOMOTİV DEN 2020 MODEL KİA CEED FULL 2500 KM SIFIR Kia Ceed 1.6 CRDi Elegance,Diğer
Kia,05/02/2021,Bağcılar/Mahmutbey,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,147000,Diğer,2012,166000,DEİŞENSİZ ÖZEL TABLET EKRANLI Kia Ceed 1.6 CRDi Premium,Diğer
Kia,05/02/2021,Bağcılar/Mahmutbey,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,46000,Soul,2017,213500,AYD MOTORSDAN 2017 KİA SOUL 1.6 CRDI CAM TAVAN KEYLES G.GÖRÜŞ Kia Soul 1.6 CRDI Premium,Diğer
Kia,05/02/2021,Ataşehir/Ferhatpaşa,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Düz Vites,43000,Cerato,2017,161000,30 PEŞİNATLA NOKTA HATASIZ SIFIRDAN FARKSIZ 2017 KİA CERATO Kia Cerato 1.6 MPI Comfort,1.6 MPI Comfort
Kia,05/02/2021,Karatay/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,173000,Rio,2011,82500,2011 MODEL KIA RİO HB. 1.5 CRDI TREND-110HP 173.000 KM  DE Kia Rio 1.5 CRDi Trend,1.5 CRDi Trend
Kia,05/02/2021,Gaziemir/Gaziemir,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,65000,Rio,2014,127500,ÇOBAN OTOMOTİV DEN 2014 KİA RİO 1.4 CRDİ NATTY 65.000 KM DE ORJİ Kia Rio 1.4 CRDi Natty,1.4 CRDi Natty
Kia,05/02/2021,Espiye/Espiye,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,220000,Sorento,2011,225000,FATİH ŞEN OTOMOTİVDEN 2011 SORENTO FULL FULL 197 BG 4X4 OTOMATİK Kia Sorento 2.2 CRDi XM2,2.2 CRDi XM2
Jeep,13/12/2020,Sarıyer/İstinye,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,314000,Grand Cherokee,2011,335000,BETSYKA GARAGE-Grand Cherokee 3.0 CRD LİMİTED S BAYİ BOYASIZ Jeep Grand Cherokee 3.0 CRD Limited,3.0 CRD Limited
Jeep,13/12/2020,İzmit/Yenişehir,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,50000,Renegade,2017,262000,2017 JEEP RENEGADE 1.6 MJET - BOYASIZ - OTOMATİK Jeep Renegade 1.6 Multijet Limited,1.6 Multijet Limited
Jeep,13/12/2020,Beylikdüzü/Beylikdüzü,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,55000,Wrangler,2016,999950,İCON AUTO - HATASIZ - 55.000 KM - ÖZEL YAPIM - OFFROAD DONANIM Jeep Wrangler 2.8 CRD,2.8 CRD
Jeep,13/12/2020,Akdeniz/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,162000,Compass,2013,227500,BOYASİZ HATASİZ 162.BİN KMDE Jeep Compass 2.0 Limited,2.0 Limited
Jeep,13/12/2020,Üsküdar/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,11000,Renegade,2020,327500,KIRCA OTOMOTİV DEN 2020 JEEP RENEGADE 1.6 MULTIJET LIMITED HATSZ Jeep Renegade 1.6 Multijet Limited,1.6 Multijet Limited
Jeep,13/12/2020,Sancaktepe/Eyüpsultan,5001-5500 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,221000,Grand Cherokee,1993,82000,EYM GARAGE DEN GRAND CHEROKEE 5.2 Jeep Grand Cherokee 5.2 Limited,5.2 Limited
Jeep,13/12/2020,Kadıköy/Göztepe,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,5499,Diğer,1980,165000,1980 JEEP WİLLYS CJ7 33  LASTİK HİDROLİK DİREKSİYON VİNÇ Jeep Jeep CJ-7,Diğer
Jeep,13/12/2020,Akyurt/Akyurt,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,219000,Cherokee,2010,249900,2010-BOYASIZ-BAYİ-JEEP CHEROKEE-2.8 CRD-4X4-LİMİTED Jeep Cherokee 2.8 CRD Limited,2.8 CRD Limited
Jeep,13/12/2020,Sancaktepe/Merkez,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,211000,Grand Cherokee,2008,245000,The GARAGE dan SERVİS BAKIMLI MAKYAJLI KASA LANSMAN ÖZEL RENK Jeep Grand Cherokee 3.0 CRD Limited,3.0 CRD Limited
Jeep,13/12/2020,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,15000,Renegade,2019,299750,Mega Otomotiv. 2019 Jeep Renegade 1.6 MJT DCT  Limited   BOYASIZ Jeep Renegade 1.6 Multijet Limited,1.6 Multijet Limited
Jeep,20/12/2020,Beykoz/Beykoz,1801-2000 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,74469,Compass,2012,223500,GARAGE 2012 JEEP COMPASS 2.0 LIMITED SUNROOF ISITMA Jeep Compass 2.0 Limited,2.0 Limited
Jeep,20/12/2020,Beykoz/Beykoz,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,292524,Grand Cherokee,2011,373000,GARAGE 2011 GRAND CHEROKEE 4KOLTUKISITMA BAYİ HAFIZA CAM TAVAN Jeep Grand Cherokee 3.0 CRD Limited,3.0 CRD Limited
Jeep,20/12/2020,Beykoz/Beykoz,1801-2000 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,71022,Compass,2013,227500,GARAGE 2013 JEEP COMPASS 2.0 LIMITED Jeep Compass 2.0 Limited,2.0 Limited
Jeep,20/12/2020,Fatsa,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,258084,Grand Cherokee,2005,173750,2005 JEEP GRAND CHEROKEE 2.7 CRD KUSURSUZ   AUTO LİDER   FATSA   Jeep Grand Cherokee 2.7 CRD Overland,2.7 CRD Overland
Jeep,20/12/2020,Avcılar,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,100000,Renegade,2016,242500,HATASIZ BOYASIZ Renegade 1.4 L MultiAir2 Turbo 4x2 Limited DDCT Jeep Renegade 1.4 MultiAir Limited,1.4 MultiAir Limited
Jeep,20/12/2020,Karatay/Karatay,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,365000,Grand Cherokee,2006,153000,FİX MOTORS DAN 2006 GRAND CHEROKEE 3.0 CRDİ LİMİTED FULL BAKIMLI Jeep Grand Cherokee 3.0 CRD Limited,3.0 CRD Limited
Jeep,20/12/2020,Karşıyaka/Karşıyaka,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,435000,Commander,2007,275000,2007 model JEEP commander Jeep Commander 3.0 CRD,3.0 CRD
Jeep,24/12/2020,Şehitkamil/Merkez,2501-3000 cc,126-150 BG,Sahibinden,Dizel,Otomatik Vites,194000,Grand Cherokee,2002,85000,DÜŞÜK KM JEEP GRAND CHEROKE,2.7 CRD Limited
Jeep,27/12/2020,Şişli/Fulya,1301-1600 cc,101-125 BG,Sahibinden,Dizel,Düz Vites,144000,Renegade,2015,232000,SAHIBINDEN JEEP RENEGADE 1.6 MULTIJET LIMITED 2015 MODEL,1.6 Multijet Limited
Hyundai,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,167000,Getz,2005,62750,İNCİ OTOMOTİVDEN HATASİZ 167.000KM DE GETZ... Hyundai Getz 1.3 GLS,1.3 GLS
Hyundai,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,44000,Diğer,2018,277500,İNCİ OTOMOTİVDEN HATASİZ BOYASIZ 40.000KM DE... Hyundai Tucson 1.6 GDI Elite,Diğer
Hyundai,15/02/2021,Ataşehir/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,140000,Accent Blue,2016,123000,2017 ÇIKIŞLI HYUNDAİ ACCENT 1.6 CRDİ MODE PLUS DCT Hyundai Accent Blue 1.6 CRDI Mode Plus,1.6 CRDI Mode Plus
Hyundai,15/02/2021,Merkez/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Düz Vites,104000,Diğer,2014,134000,Kurt Otomotiv den Panoramik Cam Tavan 100 bin Km İ20 Hyundai i20 1.2 MPI Style,Diğer
Hyundai,15/02/2021,Seyhan/Yeşiloba,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,25000,Kona,2019,245900,DİZEL OTOMATİK 136-BG 1.6 CRDİ STYLE LEDLİ GARANTİLİ FUL BOYASIZ Hyundai Kona 1.6 CRDI Style,Diğer
Hyundai,15/02/2021,Alanya/Alanya,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,230000,Diğer,2013,76000,2013 HYUNDAI İ20 1.4 CRDİ UYGUN FİYAT Hyundai i20 1.4 CRDi Jump,Diğer
Hyundai,15/02/2021,Çatalca/Çatalca,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,450000,Accent,2000,32750,ÖZMENLER DEN 2000 MODEL HYUNDAİ ACCENT 1.3 LX LPG Hyundai Accent 1.3 LX,1.3 LX
Hyundai,15/02/2021,Çatalca/Çatalca,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,224000,Diğer,2012,99750,ÖZMENLER DEN 2012 HYUNDAİ I30 1.6 CRDİ STYLE YENİ KASA FULL Hyundai i30 1.6 CRDi Style,Diğer
Hyundai,15/02/2021,Darıca/Darıca,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,83000,Accent Blue,2015,140000,TARHANLAR-Hyundai Accent Blue 1.6 CRDI Biz DCT -ANINDA KREDİ- Hyundai Accent Blue 1.6 CRDI Biz,1.6 CRDI Biz
Hyundai,15/02/2021,Pendik/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,38997,Diğer,2018,137750,-EŞİYOK-PENDİK 2018 i20 Jump  38 000Km 1.41 KREDİ ORANI   Hyundai i20 1.4 CRDi Jump,Diğer
Hyundai,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,72000,Accent Blue,2012,122500,2012 HYUNDAI ACCENT BLUE 1.4 MODE PLUS 72 KM DE LPGLİ    Hyundai Accent Blue 1.4 CVVT Mode Plus,1.4 CVVT Mode Plus
Hyundai,15/02/2021,Sancaktepe/Eyüpsultan,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,0,Tucson,2020,374250,AVRASYA AUTO DAN O KM HYUNDAİ TUSCON SERAMİK   KAPUT KORUMA Hyundai Tucson 1.6 CRDI N Line,1.6 CRDI N Line
Hyundai,15/02/2021,Sancaktepe/Eyüpsultan,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,51000,Diğer,2018,153250,AVRASYA AUTO DAN YENİ KASA İ 20 1.4 MPI JUMP OTOMATİK Hyundai i20 1.4 MPI Jump,Diğer
Hyundai,15/02/2021,Buca/Buca,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,95000,Diğer,2017,127500,MAHMUTOĞLUNDAN 8000kmDİZEL HYUNDAİ İ 20 BİR PARÇA BOYA Hyundai i20 1.4 CRDi Jump,Diğer
Hyundai,15/02/2021,Osmancık/Osmancık,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,275000,Accent,1995,38500,HYUNDAI ACCENT 1 5GLS ABS-KLİMALI Hyundai Accent 1.5 GLS,1.5 GLS
Hyundai,15/02/2021,Ümraniye/Ihlamurkuyu,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,155000,Diğer,2012,90000,2012 MAKYAJLI KASA HYUNDAİ İ20 1.4CRDİ JUMP 155.000KM MANUEL Hyundai i20 1.4 CRDi Jump,Diğer
Hyundai,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,230000,Accent,1998,35000,1998 HYUNDAİ 1.3 OTOMATİK CAMLI EMSALSİZ TEMİZ Hyundai Accent 1.3 LS,1.3 LS
Audi,24/01/2021,Maltepe/Cevizli,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,3106,A3,2020,337500,2020 MODEL A3 35 TFSI DYNAMIC S-TRONIC-3.000 KM DE-UYGUN KREDI Audi A3 A3 Sportback 1.5 TFSI Dynamic,A3 Sportback 1.5 TFSI Dynamic
Audi,24/01/2021,Merkez/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,182672,A4,2012,295000,HAKKI OTO DAN 2012 MODEL 177 HP 2.0 TDI AUDI A4 Audi A4 A4 Sedan 2.0 TDI,A4 Sedan 2.0 TDI
